TCGA.BH.A1FM.11B.23R.A13Q.07	TCGA.E2.A1LB.11A.22R.A144.07	TCGA.BH.A208.11A.51R.A157.07	TCGA.BH.A18K.11A.13R.A12D.07	TCGA.E9.A1RC.11A.33R.A157.07	TCGA.E9.A1NG.11A.52R.A14M.07	TCGA.A7.A0DC.11A.41R.A089.07	TCGA.BH.A18J.11A.31R.A12D.07	TCGA.BH.A18P.11A.43R.A12D.07	TCGA.E9.A1NF.11A.73R.A14D.07	TCGA.BH.A18S.11A.43R.A12D.07	TCGA.A7.A0D9.11A.53R.A089.07	TCGA.BH.A0DG.11A.43R.A12P.07	TCGA.BH.A18L.11A.42R.A12D.07	TCGA.BH.A0HA.11A.31R.A12P.07	TCGA.BH.A18R.11A.42R.A12D.07	TCGA.E2.A158.11A.22R.A12D.07	TCGA.BH.A0BQ.11A.33R.A115.07	TCGA.BH.A0DH.11A.31R.A089.07	TCGA.BH.A1F2.11A.32R.A13Q.07	TCGA.B6.A0WY.01A.11R.A109.07	TCGA.AN.A0G0.01A.11R.A034.07	TCGA.E2.A1IL.01A.11R.A14D.07	TCGA.BH.A0HX.01A.21R.A056.07	TCGA.A7.A26G.01A.21R.A169.07	TCGA.AR.A24X.01A.11R.A169.07	TCGA.A8.A076.01A.21R.A00Z.07	TCGA.B6.A0RS.01A.11R.A084.07	TCGA.C8.A1HE.01A.11R.A13Q.07	TCGA.A8.A09V.01A.11R.A034.07	TCGA.C8.A27B.01A.11R.A169.07	TCGA.B6.A0IM.01A.11R.A034.07	TCGA.AR.A1AW.01A.21R.A12P.07	TCGA.BH.A1EX.01A.11R.A13Q.07	TCGA.D8.A1XG.01A.11R.A14D.07	TCGA.AO.A12A.01A.21R.A115.07	TCGA.AR.A0TR.01A.11R.A084.07	TCGA.A8.A07E.01A.11R.A034.07	TCGA.A2.A0CT.01A.31R.A056.07	TCGA.BH.A18U.01A.21R.A12D.07
Angiogenesis	0.433032612993657	0.450944502568456	0.4371532407041	0.451213343129697	0.440630135610513	0.441088358060473	0.441181943408917	0.450152355642229	0.446912782729933	0.458936749920192	0.466554854700358	0.44375973033906	0.435980750867703	0.446988100019586	0.442318675775329	0.437571019063004	0.434872488779272	0.457005477428945	0.445100563568485	0.441626520956287	0.456803115201252	0.422308248936907	0.448327244385659	0.42177036555272	0.453113056897614	0.425996046518053	0.44693962509811	0.424998466709897	0.429213350517006	0.420878277608717	0.486744016425141	0.415094903671728	0.450085010217311	0.451077682103982	0.403796874123012	0.441313033831345	0.405033896818863	0.451482064838891	0.415433285325526	0.416481234288966
Adaptive immunity	0.433032612993657	0.450944502568456	0.4371532407041	0.451213343129697	0.440630135610513	0.441088358060473	0.441181943408917	0.450152355642229	0.446912782729933	0.458936749920192	0.466554854700358	0.44375973033906	0.435980750867703	0.446988100019586	0.442318675775329	0.437571019063004	0.434872488779272	0.457005477428945	0.445100563568485	0.441626520956287	0.456803115201252	0.422308248936907	0.448327244385659	0.42177036555272	0.453113056897614	0.425996046518053	0.44693962509811	0.424998466709897	0.429213350517006	0.420878277608717	0.486744016425141	0.415094903671728	0.450085010217311	0.451077682103982	0.403796874123012	0.441313033831345	0.405033896818863	0.451482064838891	0.415433285325526	0.416481234288966
Neurogenesis	0.330205417095531	0.309772582307189	0.31836965165295	0.32611490595341	0.377719567916259	0.350093509989951	0.346872005452317	0.3273471052686	0.332994127971428	0.359583744719949	0.34495736866728	0.343594331306234	0.333626972517486	0.340520978497195	0.32103888908388	0.324122978904676	0.342281837703409	0.329140387814998	0.322746425758224	0.340753205287594	0.315955834520452	0.36362601868332	0.314768296307231	0.327725356221752	0.349522867125398	0.341594703783183	0.310847193665889	0.330093906939521	0.34673816527102	0.341724406178909	0.384537069420051	0.340717312797739	0.339477423471185	0.343929992008083	0.35852825172607	0.323377364563873	0.299301953861703	0.356832736909807	0.329011670950398	0.328341191885824
Inflammatory response	0.431209352331172	0.449863355347231	0.436077218864262	0.449682542147672	0.440665082670795	0.440247750994753	0.442165772128969	0.448869290132171	0.44590069935468	0.458621011100748	0.465529237906647	0.443086525407189	0.435181419410612	0.446124790506263	0.441038346881736	0.436217132066825	0.433301677547869	0.455751819771868	0.445324781997646	0.440989723119075	0.458259556902712	0.420725940339271	0.449340809550283	0.421683118593453	0.452491612180846	0.425716448349437	0.448017057851519	0.424685424247843	0.429389875648832	0.422012771652214	0.486338312295631	0.418437947754352	0.450867547774816	0.451155458024439	0.404277980021703	0.442123093368552	0.408062588882247	0.449310235346863	0.416231642300485	0.41744388229602
Innate immunity	0.564702912672862	0.564307397468997	0.569599187487546	0.571521472038724	0.561972477247611	0.562709860299032	0.565425287084325	0.57950700867371	0.58517944481245	0.569501396339763	0.599057880179782	0.579257287806699	0.547352366722105	0.579500116623105	0.546754457145414	0.574570301373218	0.558192952833535	0.576768579462934	0.577321797744777	0.569457260771273	0.575105514348054	0.540106942397118	0.561241757805276	0.527414419540333	0.575843318640411	0.557119091104838	0.565364582013928	0.557497101603246	0.548053126314821	0.550032448982595	0.62741044262559	0.554756814339621	0.566737284245256	0.574474153335366	0.538484689018971	0.559667798317472	0.512832539083337	0.583307204662636	0.548300795608447	0.547498420154103
Differentiation	0.460462420946439	0.479152042193778	0.463939804827051	0.479886492179685	0.470816649516227	0.46890910399441	0.472032812468134	0.477581457560809	0.472953209391352	0.486094627253395	0.491928269727905	0.469898302720534	0.465577195959004	0.473599025628367	0.471394860939018	0.46443896921091	0.4617352083902	0.485558432695875	0.472979559790635	0.469085712924889	0.489038373491602	0.460763647989551	0.479135665734087	0.453639596384631	0.486728510153687	0.457959298833795	0.481433995313209	0.460260775598778	0.460905372146764	0.456905179878992	0.521506274833496	0.455329568079307	0.48311583967237	0.477402450097748	0.437126881152191	0.473171451175598	0.441473538735045	0.484362459687217	0.453040345337325	0.450468901314179
Stress response	0.471268429895436	0.490873170020805	0.477346248765146	0.492368399303343	0.48285641531196	0.478280445766532	0.481169035803846	0.491511990375683	0.487677490988643	0.496941748116464	0.507787950371631	0.485931922454852	0.471063501196794	0.488505431597556	0.478768785209151	0.480267332488903	0.476266789076201	0.497371478540052	0.489905099099099	0.479992482396738	0.504964238995855	0.471148864282003	0.492767657799275	0.463012072626941	0.49729281283097	0.472776477774026	0.491377959129031	0.474152516927508	0.468484520022022	0.465685574995606	0.535477929169788	0.470752263190866	0.494090376217911	0.491407458475748	0.451058693222775	0.485074327045572	0.449830977728699	0.496160134547959	0.457391730318282	0.464483564290018
Ubl conjugation pathway	0.414377314355702	0.391529136358401	0.413891091687056	0.396036143730092	0.399923136623391	0.405606595961892	0.406978043402864	0.410898162997211	0.424316108593493	0.388730238891475	0.41855230678734	0.419753078339157	0.393423825904787	0.410447329089736	0.383849498315676	0.418061365453843	0.394470147036789	0.4044510780236	0.405730254902298	0.412693523359285	0.395235344610505	0.385243216187075	0.3872752641987	0.384550462643856	0.417468213236029	0.402224156398791	0.405266847945794	0.406683720327625	0.394212315071923	0.401277898005458	0.461937414447365	0.418678088629918	0.40301908512454	0.403049433367619	0.409419574439661	0.394326868023248	0.37517085858025	0.422565372360559	0.424382964689863	0.388136171213943
Glycogen biosynthesis	0.0150220331884277	0.0149017454423161	0.0146170420731642	0.0161389684267735	0.0241202860535902	0.018998847815743	0.0193518401217265	0.0169225160548591	0.0188183737042471	0.0241712878778094	0.0177877536215644	0.0242889411214452	0.014982774621383	0.0177441725743887	0.0147764598786516	0.0163920943017378	0.0201749238244698	0.0154582908796495	0.0180372328172366	0.0183835826831692	0.0180311695603596	0.0151987844960443	0.0165126447373068	0.0172858522961623	0.0169027196655857	0.0146405148641506	0.020636131147927	0.019758867378041	0.0141519228660435	0.0148233055026438	0.0182019537431737	0.0195047746648078	0.0193999672962597	0.0148839864232593	0.0155318732191511	0.01784656620402	0.0189595739279548	0.0157161598074446	0.0167207999461965	0.0171131274062949
Glycogen metabolism	0.0150220331884277	0.0149017454423161	0.0146170420731642	0.0161389684267735	0.0241202860535902	0.018998847815743	0.0193518401217265	0.0169225160548591	0.0188183737042471	0.0241712878778094	0.0177877536215644	0.0242889411214452	0.014982774621383	0.0177441725743887	0.0147764598786516	0.0163920943017378	0.0201749238244698	0.0154582908796495	0.0180372328172366	0.0183835826831692	0.0180311695603596	0.0151987844960443	0.0165126447373068	0.0172858522961623	0.0169027196655857	0.0146405148641506	0.020636131147927	0.019758867378041	0.0141519228660435	0.0148233055026438	0.0182019537431737	0.0195047746648078	0.0193999672962597	0.0148839864232593	0.0155318732191511	0.01784656620402	0.0189595739279548	0.0157161598074446	0.0167207999461965	0.0171131274062949
Glucose metabolism	0.0150220331884277	0.0149017454423161	0.0146170420731642	0.0161389684267735	0.0241202860535902	0.018998847815743	0.0193518401217265	0.0169225160548591	0.0188183737042471	0.0241712878778094	0.0177877536215644	0.0242889411214452	0.014982774621383	0.0177441725743887	0.0147764598786516	0.0163920943017378	0.0201749238244698	0.0154582908796495	0.0180372328172366	0.0183835826831692	0.0180311695603596	0.0151987844960443	0.0165126447373068	0.0172858522961623	0.0169027196655857	0.0146405148641506	0.020636131147927	0.019758867378041	0.0141519228660435	0.0148233055026438	0.0182019537431737	0.0195047746648078	0.0193999672962597	0.0148839864232593	0.0155318732191511	0.01784656620402	0.0189595739279548	0.0157161598074446	0.0167207999461965	0.0171131274062949
